|       89 |                0 |                  0 |
|      100 |                0 |                  1 |
|       91 |                0 |                  2 |
|       82 |                0 |                  3 |
|       67 |                0 |                  4 |
|       70 |                0 |                  5 |
|       87 |                0 |                  6 |
|       71 |                0 |                  7 |
|       59 |                0 |                  8 |
|       71 |                0 |                  9 |
|       67 |                0 |                 10 |
|       65 |                0 |                 11 |
|       61 |                0 |                 12 |
|       59 |                0 |                 13 |
|       72 |                0 |                 14 |
|       58 |                0 |                 15 |
|       66 |                0 |                 16 |
|       60 |                0 |                 17 |
|       55 |                0 |                 18 |
|       58 |                0 |                 19 |
|       54 |                0 |                 20 |
|       39 |                0 |                 21 |
|       47 |                0 |                 22 |
|       47 |                0 |                 23 |
|       42 |                0 |                 24 |
|       35 |                0 |                 25 |
|       35 |                0 |                 26 |
|       30 |                0 |                 27 |
|       45 |                0 |                 28 |
|       38 |                0 |                 29 |
|       43 |                0 |                 30 |
|       37 |                0 |                 31 |
|       45 |                0 |                 32 |
|       38 |                0 |                 33 |
|       41 |                0 |                 34 |
|       26 |                0 |                 35 |
|       36 |                0 |                 36 |
|       45 |                0 |                 37 |
|       30 |                0 |                 38 |
|       34 |                0 |                 39 |
|       30 |                0 |                 40 |
|       34 |                0 |                 41 |
|       23 |                0 |                 42 |
|       31 |                0 |                 43 |
|       25 |                0 |                 44 |
|       27 |                0 |                 45 |
|       33 |                0 |                 46 |
|       25 |                0 |                 47 |
|       30 |                0 |                 48 |
|       28 |                0 |                 49 |
|       23 |                0 |                 50 |
|       34 |                0 |                 51 |
|       28 |                0 |                 52 |
|       26 |                0 |                 53 |
|       22 |                0 |                 54 |
|       30 |                0 |                 55 |
|       27 |                0 |                 56 |
|       26 |                0 |                 57 |
|       17 |                0 |                 58 |
|       25 |                0 |                 59 |
|        8 |                1 |                  0 |
|       17 |                1 |                  1 |
|       18 |                1 |                  2 |
|       22 |                1 |                  3 |
|       13 |                1 |                  4 |
|       17 |                1 |                  5 |
|       19 |                1 |                  6 |
|       16 |                1 |                  7 |
|       15 |                1 |                  8 |
|       11 |                1 |                  9 |
|       14 |                1 |                 10 |
|       16 |                1 |                 11 |
|       22 |                1 |                 12 |
|       22 |                1 |                 13 |
|       13 |                1 |                 14 |
|       19 |                1 |                 15 |
|       17 |                1 |                 16 |
|       21 |                1 |                 17 |
|       22 |                1 |                 18 |
|       20 |                1 |                 19 |
|       32 |                1 |                 20 |
|       21 |                1 |                 21 |
|       35 |                1 |                 22 |
|       22 |                1 |                 23 |
|       34 |                1 |                 24 |
|       31 |                1 |                 25 |
|       33 |                1 |                 26 |
|       25 |                1 |                 27 |
|       27 |                1 |                 28 |
|       24 |                1 |                 29 |
|       23 |                1 |                 30 |
|       17 |                1 |                 31 |
|       19 |                1 |                 32 |
|       29 |                1 |                 33 |
|       19 |                1 |                 34 |
|       22 |                1 |                 35 |
|       17 |                1 |                 36 |
|       22 |                1 |                 37 |
|       13 |                1 |                 38 |
|       23 |                1 |                 39 |
|       25 |                1 |                 40 |
|       22 |                1 |                 41 |
|       18 |                1 |                 42 |
|       17 |                1 |                 43 |
|       18 |                1 |                 44 |
|       22 |                1 |                 45 |
|       19 |                1 |                 46 |
|       13 |                1 |                 47 |
|       11 |                1 |                 48 |
|       14 |                1 |                 49 |
|       16 |                1 |                 50 |
|       12 |                1 |                 51 |
|       11 |                1 |                 52 |
|       12 |                1 |                 53 |
|       17 |                1 |                 54 |
|       20 |                1 |                 55 |
|       18 |                1 |                 56 |
|        6 |                1 |                 57 |
|       13 |                1 |                 58 |
|       21 |                1 |                 59 |
|       13 |                2 |                  0 |
|       19 |                2 |                  1 |
|        7 |                2 |                  2 |
|       15 |                2 |                  3 |
|       21 |                2 |                  4 |
|       19 |                2 |                  5 |
|       20 |                2 |                  6 |
|       12 |                2 |                  7 |
|       20 |                2 |                  8 |
|       11 |                2 |                  9 |
|       12 |                2 |                 10 |
|       11 |                2 |                 11 |
|       13 |                2 |                 12 |
|       14 |                2 |                 13 |
|       15 |                2 |                 14 |
|       10 |                2 |                 15 |
|       14 |                2 |                 16 |
|       16 |                2 |                 17 |
|       18 |                2 |                 18 |
|       12 |                2 |                 19 |
|       20 |                2 |                 20 |
|       17 |                2 |                 21 |
|       11 |                2 |                 22 |
|       11 |                2 |                 23 |
|        7 |                2 |                 24 |
|       10 |                2 |                 25 |
|       10 |                2 |                 26 |
|        8 |                2 |                 27 |
|       12 |                2 |                 28 |
|       17 |                2 |                 29 |
|       14 |                2 |                 30 |
|       18 |                2 |                 31 |
|       14 |                2 |                 32 |
|       15 |                2 |                 33 |
|       17 |                2 |                 34 |
|       12 |                2 |                 35 |
|       15 |                2 |                 36 |
|       14 |                2 |                 37 |
|       10 |                2 |                 38 |
|        8 |                2 |                 39 |
|       14 |                2 |                 40 |
|       10 |                2 |                 41 |
|       11 |                2 |                 42 |
|        8 |                2 |                 43 |
|        7 |                2 |                 44 |
|       17 |                2 |                 45 |
|       12 |                2 |                 46 |
|       13 |                2 |                 47 |
|        8 |                2 |                 48 |
|       13 |                2 |                 49 |
|       11 |                2 |                 50 |
|       12 |                2 |                 51 |
|       11 |                2 |                 52 |
|        8 |                2 |                 53 |
|       11 |                2 |                 54 |
|       16 |                2 |                 55 |
|       10 |                2 |                 56 |
|       14 |                2 |                 57 |
|       12 |                2 |                 58 |
|       10 |                2 |                 59 |
|       16 |                3 |                  0 |
|        7 |                3 |                  1 |
|       12 |                3 |                  2 |
|       10 |                3 |                  3 |
|       10 |                3 |                  4 |
|       10 |                3 |                  5 |
|       11 |                3 |                  6 |
|       13 |                3 |                  7 |
|       14 |                3 |                  8 |
|       10 |                3 |                  9 |
|       16 |                3 |                 10 |
|        2 |                3 |                 11 |
|        7 |                3 |                 12 |
|        6 |                3 |                 13 |
|        8 |                3 |                 14 |
|        9 |                3 |                 15 |
|        5 |                3 |                 16 |
|        3 |                3 |                 17 |
|        6 |                3 |                 18 |
|        2 |                3 |                 19 |
|        6 |                3 |                 20 |
|        8 |                3 |                 21 |
|        7 |                3 |                 22 |
|        6 |                3 |                 23 |
|        9 |                3 |                 24 |
|        9 |                3 |                 25 |
|        7 |                3 |                 26 |
|        7 |                3 |                 27 |
|        7 |                3 |                 28 |
|       16 |                3 |                 29 |
|       17 |                3 |                 30 |
|       11 |                3 |                 31 |
|       15 |                3 |                 32 |
|       14 |                3 |                 33 |
|        7 |                3 |                 34 |
|        7 |                3 |                 35 |
|        8 |                3 |                 36 |
|        5 |                3 |                 37 |
|        9 |                3 |                 38 |
|        8 |                3 |                 39 |
|        5 |                3 |                 40 |
|        7 |                3 |                 41 |
|        5 |                3 |                 42 |
|       10 |                3 |                 43 |
|        7 |                3 |                 44 |
|        7 |                3 |                 45 |
|        8 |                3 |                 46 |
|        8 |                3 |                 47 |
|        6 |                3 |                 48 |
|       11 |                3 |                 49 |
|       10 |                3 |                 50 |
|        9 |                3 |                 51 |
|       15 |                3 |                 52 |
|       11 |                3 |                 53 |
|       13 |                3 |                 54 |
|        4 |                3 |                 55 |
|       10 |                3 |                 56 |
|       13 |                3 |                 57 |
|        6 |                3 |                 58 |
|        8 |                3 |                 59 |
|        7 |                4 |                  0 |
|       12 |                4 |                  1 |
|       12 |                4 |                  2 |
|        8 |                4 |                  3 |
|        6 |                4 |                  4 |
|        5 |                4 |                  5 |
|        2 |                4 |                  6 |
|        4 |                4 |                  7 |
